,Book,Author,Description,Genres,Year of Publication,Publisher_x,URL,Aggregated Emotions,Aggregated Des Emotions,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher_y,Image-URL-S,Image-URL-M,Image-URL-L
70,guess how much i love you,sam mcbratney,guess much love says little nutbrown hare little nutbrown hare shows daddy much loves wide reach far hop big nutbrown hare reach farther hop higher loves back much well little nutbrown hare loves right moon halfway big nutbrown hare love ,Fiction,1995,Candlewick Press (MA),https://www.goodreads.com/book/show/301736.Guess_How_Much_I_Love_You,"[(' happy', 8), (' attached', 6), (' loved', 3), (' angry', 2), (' free', 1), (' surprise', 1)]",[],1564024733,guess how much i love you,Sam McBratney,1995,Candlewick Press (MA),http://images.amazon.com/images/P/1564024733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1564024733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1564024733.01.LZZZZZZZ.jpg
73,the hours,michael cunningham,hours daring deeply affecting novel inspired life work virginia woolf passionate profound haunting story love inheritance hope despair ,Fiction,1999,"Books on Tape, Inc.",https://www.goodreads.com/book/show/11899.The_Hours,"[(' sad', 18), (' happy', 16), (' attached', 11), (' attracted', 9), (' average', 9), (' loved', 7), (' powerless', 6), (' fearful', 5), (' fearless', 5), (' entitled', 4), (' free', 3), (' independent', 3), (' lost', 1), (' hated', 1), (' bored', 1), (' angry', 1), (' ecstatic', 1), (' surprise', 1), (' embarrassed', 1), (' adequate', 1), (' lustful', 1), (' obsessed', 1), (' alone', 1)]","[(' fearless', 30), (' lustful', 30), (' happy', 30)]",0736644962,the hours,Michael Cunningham,1999,"Books on Tape, Inc.",http://images.amazon.com/images/P/0736644962.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0736644962.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0736644962.01.LZZZZZZZ.jpg
74,the black book,orhan pamuk,nobel prize winner acclaimed author name red —a brilliantly unconventional mystery missing wife provocative meditation identity “ glorious flight dark fantastic invention ” — washington postgalip lawyer living istanbul wife detective novel–loving ruya disappeared could left ex husband celâl popular newspaper columnist celâl seems vanished galip investigates finds assuming enviable celâl identity wearing clothes answering phone calls even writing columns galip pursues every conceivable clue nature mystery keeps changing receives death threat begins fear worst cascade beguiling stories istanbul black book brilliantly unconventional mystery provocative meditation identity turkish literary readers cherished cult novel orhan pamuk found original voice largely neglected english language readers maureen freely ’ beautiful translation may encounter riches translation afterword maureen freely ,Fiction,1996,Harcourt,https://www.goodreads.com/book/show/11692.The_Black_Book,"[(' happy', 20), (' sad', 11), (' attached', 9), (' lost', 6), (' loved', 5), (' hated', 3), (' attracted', 3), (' fearless', 3), (' obsessed', 2), (' alone', 2), (' angry', 2), (' safe', 1), (' embarrassed', 1), (' independent', 1), (' powerless', 1), (' focused', 1)]","[(' attached', 30), (' sad', 30), (' ecstatic', 30)]",0312976755,the black book,Ian Rankin,2000,St. Martin's Minotaur,http://images.amazon.com/images/P/0312976755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312976755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312976755.01.LZZZZZZZ.jpg
77,like water for chocolate,laura esquivel,earthy magical utterly charming tale family life turn century mexico became best selling phenomenon winning blend poignant romance bittersweet wit number one bestseller mexico america almost two years subsequently bestseller around world like water chocolate romantic poignant tale touched moments magic graphic earthiness bittersweet wit recipes sumptuous feast novel relates bizarre history female de la garza family tita youngest daughter house forbidden marry condemned mexican tradition look mother dies tita falls love pedro seduced magical food cooks desperation pedro marries sister rosaura stay close tita pedro forced circle unconsummated passion freakish chain tragedies bad luck fate finally reunite odds ,Fiction,1994,Random House Audio,https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate,"[(' happy', 18), (' attached', 12), (' loved', 10), (' sad', 8), (' independent', 3), (' angry', 2), (' demoralized', 2), (' entitled', 2), (' powerless', 2), (' codependent', 1), (' alone', 1), (' lustful', 1), (' cheated', 1), (' esteemed', 1), (' hated', 1), (' lost', 1)]","[(' powerless', 30)]",0553472550,like water for chocolate,Laura Esquivel,1994,Random House Audio,http://images.amazon.com/images/P/0553472550.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553472550.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553472550.01.LZZZZZZZ.jpg
78,under the net,iris murdoch,jake donaghue garrulous artist meets hugo belfounder silent philosopher jake hack writer sponger penniless flat hunter seeks old girlfriend anna quentin glamorous actress sister sadie resumes acquaintance formidable hugo whose ‘ philosophy ’ presumptuously dared interpret meetings involve jake eccentric servant companion finn series adventures include kidnapping film star dog political riot film set ancient rome jake fascinated longs learn hugo ’ secret perhaps hugo ’ secret hugo admonished enlightened jake hopes last become real writer ,Fiction,1995,Penguin Books,https://www.goodreads.com/book/show/11324.Under_the_Net,"[(' happy', 13), (' attached', 9), (' attracted', 6), (' sad', 6), (' embarrassed', 4), (' ecstatic', 3), (' free', 3), (' lost', 3), (' fearless', 3), (' cheated', 3), (' loved', 3), (' independent', 2), (' hated', 2), (' alone', 2), (' angry', 2), (' entitled', 2), (' belittled', 1), (' esteemed', 1), (' fearful', 1), (' derailed', 1), (' average', 1), (' codependent', 1), (' focused', 1), (' demoralized', 1)]","[(' attracted', 30), (' sad', 30)]",0140014454,under the net,Iris Murdoch,1995,Penguin Books,http://images.amazon.com/images/P/0140014454.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140014454.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140014454.01.LZZZZZZZ.jpg
79,hinds' feet on high places,hannah hurnard,2 million copies sold hinds ’ feet high places remains hannah hurnard ’ best known beloved book timeless allegory dramatizing yearning god ’ children led new heights love joy victory moving tale follow much afraid spiritual journey overcomes many dangers mounts last high places gains new name transformed union loving shepherd included special edition february 2009 release hannah hurnard ’ account circumstances led write hinds ’ feet brief autobiography special edition also features new cover design ,Fiction,1997,Living Books,https://www.goodreads.com/book/show/821056.Hinds_Feet_on_High_Places,"[(' fearful', 28), (' sad', 24), (' attached', 15), (' happy', 14), (' loved', 12), (' attracted', 4), (' cheated', 3), (' angry', 3), (' adequate', 2), (' embarrassed', 2), (' alone', 2), (' esteemed', 2), (' independent', 1), (' focused', 1), (' entitled', 1), (' demoralized', 1), (' fearless', 1), (' ecstatic', 1), (' powerless', 1)]","[(' attached', 58), (' lustful', 29), (' fearful', 29)]",0842314296,hinds' feet on high places,Hannah Hurnard,1997,Living Books,http://images.amazon.com/images/P/0842314296.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842314296.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842314296.01.LZZZZZZZ.jpg
82,the child in time,ian mcewan,stephen lewis successful writer children books confronted unthinkable child three year old kate snatched supermarket one horrifying moment replays years follow stephen realizes daughter gone extraordinary tenderness insight booker prize–winning author ian mcewan takes us dark territory marriage devastated loss child kate absence sets stephen wife julie diverging paths struggle grief seems intensify passage time eloquent passionate novel concludes triumphant scene love hope gives full rein author remarkable gifts winner whitbread prize child time astonishing novel one finest writers generation ,Fiction,1999,Anchor Books/Doubleday,https://www.goodreads.com/book/show/6869.The_Child_in_Time,"[(' lost', 15), (' happy', 12), (' sad', 11), (' attached', 9), (' alone', 4), (' loved', 3), (' attracted', 3), (' focused', 2), (' angry', 2), (' fearless', 2), (' entitled', 2), (' anxious', 2), (' ecstatic', 1), (' powerless', 1), (' adequate', 1), (' average', 1), (' independent', 1), (' singled out', 1), (' bored', 1), (' obsessed', 1), (' apathetic', 1), (' esteemed', 1), (' demoralized', 1)]","[(' sad', 30), (' lustful', 30), (' angry', 30)]",0385497520,the child in time,Ian McEwan,1999,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385497520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385497520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385497520.01.LZZZZZZZ.jpg
83,the club of queer trades,g.k. chesterton,club queer trades collection stories g k chesterton first published 1905 story collection centered person making living novel extraordinary means queer trade ,Fiction,1987,Dover Publications,https://www.goodreads.com/book/show/561182.The_Club_of_Queer_Trades,"[(' happy', 15), (' angry', 5), (' fearful', 5), (' attracted', 5), (' attached', 4), (' average', 3), (' hated', 2), (' sad', 2), (' free', 2), (' safe', 1), (' anxious', 1), (' powerless', 1), (' loved', 1), (' lost', 1), (' ecstatic', 1), (' adequate', 1), (' independent', 1)]",[],0486255344,the club of queer trades,G.K. Chesterton,1987,Dover Publications,http://images.amazon.com/images/P/0486255344.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486255344.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486255344.01.LZZZZZZZ.jpg
84,the baron in the trees,italo calvino,landmark new translation calvino classic whimsical spirited novel imagines life lived entirely termscosimo di rondó young italian nobleman eighteenth century rebels parents climbing trees remaining rest life adapts efficiently existence forest canopy—he hunts sows crops plays games earth bound friends fights forest fires solves engineering problems even manages love affairs perch trees cosimo sees age enlightenment pass new century dawn baron trees exemplifies calvino ’ peerless ability weave tales sparkle enchantment new english rendering acclaimed translator ann goldstein breathes new life one calvino ’ beloved works ,Fiction,1977,Harcourt,https://www.goodreads.com/book/show/9804.The_Baron_in_the_Trees,"[(' happy', 8), (' fearless', 4), (' angry', 3), (' obsessed', 3), (' attached', 2), (' loved', 2), (' esteemed', 2), (' attracted', 2), (' fearful', 2), (' lost', 2), (' sad', 1), (' independent', 1), (' embarrassed', 1), (' powerless', 1), (' surprise', 1), (' demoralized', 1), (' free', 1), (' hated', 1), (' anxious', 1)]","[(' happy', 30), (' sad', 30)]",0156106809,the baron in the trees,Italo Calvino,1977,Harcourt,http://images.amazon.com/images/P/0156106809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156106809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156106809.01.LZZZZZZZ.jpg
85,diary of a drug fiend,aleister crowley,diary drug fiend aleister crowley first published novel reader 1922 presented shocking look little known phenomenon today familiar drugs widespread use culture diary drug fiend remains one fthe intense detailed accurate accounts drug addiction drug experience book written crowley years deep personal study experimentation drugs story young man woman fall madly love whirl europe frenzied haze heroin cocaine adventure ecstacy brought abrupt end drug supply cut despair replaces joy guidance king lamus master adept free entanglements addition application practical magick narrative carries reader aloft brilliance imagery created master language prose development parallels growth increasing depth characters uncanny fashion book read reread also prove useful document doctors lawyers police addicts unique precise presentation psychology addiction possibility cure development true ,Fiction,1977,Weiser Books,https://www.goodreads.com/book/show/432342.Diary_of_a_Drug_Fiend,"[(' happy', 13), (' powerless', 6), (' sad', 6), (' codependent', 5), (' attracted', 4), (' obsessed', 3), (' free', 3), (' attached', 2), (' alone', 2), (' singled out', 1), (' independent', 1), (' lustful', 1), (' lost', 1), (' angry', 1), (' embarrassed', 1), (' esteemed', 1), (' loved', 1), (' focused', 1), (' bored', 1), (' derailed', 1), (' fearful', 1)]","[(' free', 30)]",0877281467,diary of a drug fiend,Aleister Crowley,1977,Weiser Books,http://images.amazon.com/images/P/0877281467.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877281467.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877281467.01.LZZZZZZZ.jpg
86,revolutionary road,richard yates,hopeful 1950s frank april wheeler appear model american couple bright beautiful talented two young children starter home suburbs perhaps married young started family early maybe frank job dull april never saw housewife yet always lived assumption greatness around corner certainty crumble heartbreaking compassion remorseless clarity richard yates shows frank april mortgage spiritual birthright betraying best selves ,Fiction,2000,Vintage Books USA,https://www.goodreads.com/book/show/48328.Revolutionary_Road,"[(' happy', 31), (' sad', 19), (' attracted', 19), (' entitled', 10), (' angry', 7), (' fearful', 6), (' alone', 5), (' powerless', 5), (' average', 4), (' independent', 3), (' fearless', 3), (' attached', 3), (' lost', 3), (' adequate', 2), (' free', 2), (' hated', 2), (' focused', 2), (' surprise', 2), (' loved', 2), (' bored', 2), (' obsessed', 2), (' singled out', 1), (' anxious', 1), (' embarrassed', 1), (' apathetic', 1), (' codependent', 1), (' ecstatic', 1)]","[(' happy', 30), (' sad', 30), (' attracted', 30)]",0375708448,revolutionary road,Richard Yates,2000,Vintage Books USA,http://images.amazon.com/images/P/0375708448.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375708448.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375708448.01.LZZZZZZZ.jpg
